QuestionID | Topic Name | Subject/Section
  766 | Analogy (Verbal) | Reasoning
  767 | Analogy (Verbal) | Reasoning
  768 | Analogy (Verbal) | Reasoning
  769 | Analogy (Verbal) | Reasoning
  770 | Analogy (Verbal) | Reasoning
  771 | Classification (Verbal) | Reasoning
  772 | Classification (Verbal) | Reasoning
  773 | Classification (Verbal) | Reasoning
  774 | Classification (Verbal) | Reasoning
  775 | Classification (Verbal) | Reasoning
  776 | Non-Verbal Series | Reasoning
  777 | Non-Verbal Series | Reasoning
  778 | Non-Verbal Series | Reasoning
  779 | Non-Verbal Series | Reasoning
  780 | Non-Verbal Series | Reasoning
  781 | Venn Diagrams | Reasoning
  782 | Venn Diagrams | Reasoning
  783 | Venn Diagrams | Reasoning
  784 | Venn Diagrams | Reasoning
  785 | Venn Diagrams | Reasoning
  786 | Non-Verbal Classification | Reasoning
  787 | Non-Verbal Classification | Reasoning
  788 | Non-Verbal Classification | Reasoning
  789 | Non-Verbal Classification | Reasoning
  790 | Non-Verbal Classification | Reasoning
  791 | Non-Verbal Analogy | Reasoning
  792 | Non-Verbal Analogy | Reasoning
  793 | Non-Verbal Analogy | Reasoning
  794 | Non-Verbal Analogy | Reasoning
  795 | Non-Verbal Analogy | Reasoning
  796 | Non-Verbal Pattern Completion | Reasoning
  797 | Non-Verbal Pattern Completion | Reasoning
  798 | Non-Verbal Pattern Completion | Reasoning
  799 | Non-Verbal Pattern Completion | Reasoning
  800 | Non-Verbal Pattern Completion | Reasoning
  801 | Idioms and Phrases | Verbal Ability
  802 | Idioms and Phrases | Verbal Ability
  803 | Idioms and Phrases | Verbal Ability
  804 | Idioms and Phrases | Verbal Ability
  805 | Idioms and Phrases | Verbal Ability
  806 | Antonyms | Verbal Ability
  807 | Antonyms | Verbal Ability
  808 | Antonyms | Verbal Ability
  809 | Antonyms | Verbal Ability
  810 | Cloze Test | Verbal Ability
  811 | Cloze Test | Verbal Ability
  812 | Cloze Test | Verbal Ability
  813 | Cloze Test | Verbal Ability
  814 | Cloze Test | Verbal Ability
  815 | Spelling Test | Verbal Ability
  816 | Spelling Test | Verbal Ability
  817 | Spelling Test | Verbal Ability
  818 | Spelling Test | Verbal Ability
  819 | Synonyms | Verbal Ability
  820 | Synonyms | Verbal Ability
  821 | Synonyms | Verbal Ability
  822 | Synonyms | Verbal Ability
  823 | Comprehension | Verbal Ability
  824 | Comprehension | Verbal Ability
  825 | Comprehension | Verbal Ability
  826 | Books and Authors | General Awareness
  827 | Current Affairs | General Awareness
  828 | Science | General Awareness
  829 | Geography of India | General Awareness
  830 | Awards | General Awareness
  831 | Awards | General Awareness
  832 | Geography World | General Awareness
  833 | Awards | General Awareness
  834 | Science | General Awareness
  835 | Medieval History | General Awareness
  836 | Sports | General Awareness
  837 | Medieval History | General Awareness
  838 | Modern History | General Awareness
  839 | Current Affairs | General Awareness
  840 | Sports | General Awareness
  841 | Sports | General Awareness
  842 | Sports | General Awareness
  843 | Ancient History | General Awareness
  844 | Science | General Awareness
  845 | Geography of India | General Awareness
  846 | Defence | General Awareness
  847 | Modern History | General Awareness
  848 | Awards | General Awareness
  849 | Geography of India | General Awareness
  850 | Polity | General Awareness
  851 | Linear Equations | Numerical Ability
  852 | Fractions | Numerical Ability
  853 | Ratio and Proportion | Numerical Ability
  854 | Mixture and Alligation | Numerical Ability
  855 | Boats and Streams | Numerical Ability
  856 | Time and Work | Numerical Ability
  857 | Ratio and Proportion | Numerical Ability
  858 | Boats and Streams | Numerical Ability
  859 | Simple Interest | Numerical Ability
  860 | Average | Numerical Ability
  861 | Average | Numerical Ability
  862 | Simple Interest | Numerical Ability
  863 | Profit and Loss | Numerical Ability
  864 | Trains | Numerical Ability
  865 | Profit and Loss | Numerical Ability
  866 | Trains | Numerical Ability
  867 | Time and Work | Numerical Ability
  868 | Profit and Loss | Numerical Ability
  869 | Non-Verbal Embedded Figures | Reasoning
  870 | Non-Verbal Embedded Figures | Reasoning
  871 | Non-Verbal Embedded Figures | Reasoning
  872 | Non-Verbal Embedded Figures | Reasoning
  873 | Non-Verbal Embedded Figures | Reasoning
  874 | Venn Diagram | Reasoning
  875 | Venn Diagram | Reasoning
  876 | Venn Diagram | Reasoning
  877 | Venn Diagram | Reasoning
  878 | Non-Verbal Classification | Reasoning
  879 | Non-Verbal Classification | Reasoning
  880 | Non-Verbal Classification | Reasoning
  881 | Verbal Classification | Reasoning
  882 | Verbal Classification | Reasoning
  883 | Verbal Classification | Reasoning
  884 | Verbal Classification | Reasoning
  885 | Verbal Classification | Reasoning
  886 | Non-Verbal Puzzle | Reasoning
  887 | Non-Verbal Puzzle | Reasoning
  888 | Non-Verbal Puzzle | Reasoning
  889 | Non-Verbal Puzzle | Reasoning
  890 | Non-Verbal Puzzle | Reasoning
  891 | Non-Verbal Series | Reasoning
  892 | Non-Verbal Series | Reasoning
  893 | Non-Verbal Series | Reasoning
  894 | Non-Verbal Series | Reasoning
  895 | Non-Verbal Series | Reasoning
  896 | Verbal Analogy | Reasoning
  897 | Verbal Analogy | Reasoning
  898 | Verbal Analogy | Reasoning
  899 | Verbal Analogy | Reasoning
  900 | Verbal Analogy | Reasoning
  901 | Synonyms | Verbal Ability
  902 | Synonyms | Verbal Ability
  903 | Synonyms | Verbal Ability
  904 | Synonyms | Verbal Ability
  905 | Synonyms | Verbal Ability
  906 | Idioms & Phrases | Verbal Ability
  907 | Idioms & Phrases | Verbal Ability
  908 | Idioms & Phrases | Verbal Ability
  909 | Idioms & Phrases | Verbal Ability
  910 | Idioms & Phrases | Verbal Ability
  911 | Grammar | Verbal Ability
  912 | Grammar | Verbal Ability
  913 | Grammar | Verbal Ability
  914 | Grammar | Verbal Ability
  915 | Grammar | Verbal Ability
  916 | Comprehension | Verbal Ability
  917 | Comprehension | Verbal Ability
  918 | Comprehension | Verbal Ability
  919 | Comprehension | Verbal Ability
  920 | Antonyms | Verbal Ability
  921 | Antonyms | Verbal Ability
  922 | Antonyms | Verbal Ability
  923 | Antonyms | Verbal Ability
  924 | Antonyms | Verbal Ability
  925 | Antonyms | Verbal Ability
  926 | History - Ancient | General Awareness
  927 | Current Affairs | General Awareness
  928 | Defence | General Awareness
  929 | History - Modern | General Awareness
  930 | Awards | General Awareness
  931 | Geography - World | General Awareness
  932 | Books | General Awareness
  933 | Organizations | General Awareness
  934 | Sports | General Awareness
  935 | Geography - World | General Awareness
  936 | Sports | General Awareness
  937 | Polity | General Awareness
  938 | Personalities | General Awareness
  939 | Polity | General Awareness
  940 | Sports | General Awareness
  941 | Sports | General Awareness
  942 | Organizations | General Awareness
  943 | Sports | General Awareness
  944 | Sports | General Awareness
  945 | Culture | General Awareness
  946 | Defence | General Awareness
  947 | Geography - India | General Awareness
  948 | Awards | General Awareness
  949 | Geography - India | General Awareness
  950 | History - Modern | General Awareness
  951 | Speed Distance Time | Numerical Ability
  952 | Percentage | Numerical Ability
  953 | Time & Work | Numerical Ability
  954 | Trains | Numerical Ability
  955 | Time & Work | Numerical Ability
  956 | Percentage | Numerical Ability
  957 | Average | Numerical Ability
  958 | Average | Numerical Ability
  959 | Profit & Loss | Numerical Ability
  960 | Percentage | Numerical Ability
  961 | Profit & Loss | Numerical Ability
  962 | Ratio & Proportion | Numerical Ability
  963 | Trains | Numerical Ability
  964 | Number System | Numerical Ability
  965 | Ratio & Proportion | Numerical Ability
  966 | Simple Interest | Numerical Ability
  967 | Verbal Classification | Reasoning
  968 | Verbal Classification | Reasoning
  969 | Verbal Classification | Reasoning
  970 | Verbal Classification | Reasoning
  971 | Verbal Classification | Reasoning
  972 | Verbal Analogy | Reasoning
  973 | Verbal Analogy | Reasoning
  974 | Verbal Analogy | Reasoning
  975 | Verbal Analogy | Reasoning
  976 | Verbal Analogy | Reasoning
  977 | Non-Verbal Series | Reasoning
  978 | Non-Verbal Series | Reasoning
  979 | Non-Verbal Series | Reasoning
  980 | Non-Verbal Series | Reasoning
  981 | Non-Verbal Series | Reasoning
  982 | Pattern | Reasoning
  983 | Pattern | Reasoning
  984 | Pattern | Reasoning
  985 | Pattern | Reasoning
  986 | Pattern | Reasoning
  987 | Non-Verbal Classification | Reasoning
  988 | Non-Verbal Classification | Reasoning
  989 | Non-Verbal Classification | Reasoning
  990 | Non-Verbal Classification | Reasoning
  991 | Non-Verbal Classification | Reasoning
  992 | Venn Diagrams | Reasoning
  993 | Venn Diagrams | Reasoning
  994 | Venn Diagrams | Reasoning
  995 | Venn Diagrams | Reasoning
  996 | Venn Diagrams | Reasoning
  997 | Non-Verbal Analogy | Reasoning
  998 | Non-Verbal Analogy | Reasoning
  999 | Non-Verbal Analogy | Reasoning
 1000 | Non-Verbal Analogy | Reasoning
 1001 | Synonyms | Verbal Ability
 1002 | Synonyms | Verbal Ability
 1003 | Synonyms | Verbal Ability
 1004 | Antonyms | Verbal Ability
 1005 | Antonyms | Verbal Ability
 1006 | Antonyms | Verbal Ability
 1007 | Error Spotting | Verbal Ability
 1008 | Error Spotting | Verbal Ability
 1009 | Error Spotting | Verbal Ability
 1010 | Error Spotting | Verbal Ability
 1011 | Reading Comprehension | Verbal Ability
 1012 | Reading Comprehension | Verbal Ability
 1013 | Reading Comprehension | Verbal Ability
 1014 | Idioms and Phrases | Verbal Ability
 1015 | Idioms and Phrases | Verbal Ability
 1016 | Idioms and Phrases | Verbal Ability
 1017 | Idioms and Phrases | Verbal Ability
 1018 | Cloze Test | Verbal Ability
 1019 | Cloze Test | Verbal Ability
 1020 | Cloze Test | Verbal Ability
 1021 | Tense and Grammar | Verbal Ability
 1022 | Tense and Grammar | Verbal Ability
 1023 | Sentence Completion | Verbal Ability
 1024 | Grammar | Verbal Ability
 1025 | Grammar | Verbal Ability
 1026 | Sports | General Awareness
 1027 | World Geography | General Awareness
 1028 | Sports Personalities | General Awareness
 1029 | Indian Culture | General Awareness
 1030 | Indian Polity | General Awareness
 1031 | Science | General Awareness
 1032 | Ancient Indian History | General Awareness
 1033 | Awards and Honors | General Awareness
 1034 | Sports History | General Awareness
 1035 | Indian Geography | General Awareness
 1036 | Sports | General Awareness
 1037 | Modern Indian History | General Awareness
 1038 | Defence and Space | General Awareness
 1039 | Books and Authors | General Awareness
 1040 | Ancient Indian History | General Awareness
 1041 | Personalities | General Awareness
 1042 | Sports | General Awareness
 1043 | Sports Personalities | General Awareness
 1044 | Defence | General Awareness
 1045 | Sports | General Awareness
 1046 | Medieval Indian History | General Awareness
 1047 | Science | General Awareness
 1048 | Environment | General Awareness
 1049 | Indian Polity | General Awareness
 1050 | International Organizations | General Awareness
 1051 | Speed, Distance and Time | Numerical Ability
 1052 | Average | Numerical Ability
 1053 | Train Problems | Numerical Ability
 1054 | Average | Numerical Ability
 1055 | Ratio and Proportion | Numerical Ability
 1056 | Time and Work | Numerical Ability
 1057 | Profit and Loss | Numerical Ability
 1058 | Ratio and Proportion | Numerical Ability
 1059 | Time and Work | Numerical Ability
 1060 | Profit and Loss | Numerical Ability
 1061 | Average | Numerical Ability
 1062 | Profit and Loss | Numerical Ability
 1063 | Average | Numerical Ability
 1064 | Time and Work | Numerical Ability
 1065 | Compound Interest | Numerical Ability
 1066 | Simplification | Numerical Ability
 1067 | Mixture and Alligation | Numerical Ability
 1068 | Ratio and Proportion | Numerical Ability
 1069 | Verbal Analogy | Reasoning
 1070 | Verbal Analogy | Reasoning
 1071 | Verbal Analogy | Reasoning
 1072 | Venn Diagram | Reasoning
 1073 | Verbal Analogy | Reasoning
 1074 | Verbal Analogy | Reasoning
 1075 | Verbal Classification | Reasoning
 1076 | Verbal Classification | Reasoning
 1077 | Verbal Classification | Reasoning
 1078 | Verbal Classification | Reasoning
 1079 | Verbal Classification | Reasoning
 1080 | Venn Diagram | Reasoning
 1081 | Logical Reasoning | Reasoning
 1082 | Non-Verbal Spatial Reasoning | Reasoning
 1083 | Non-Verbal Pattern Completion | Reasoning
 1084 | Venn Diagram | Reasoning
 1085 | Venn Diagram | Reasoning
 1086 | Non-Verbal Analogy | Reasoning
 1087 | Non-Verbal Pattern Completion | Reasoning
 1088 | Non-Verbal Pattern Completion | Reasoning
 1089 | Non-Verbal Pattern Completion | Reasoning
 1090 | Non-Verbal Pattern Completion | Reasoning
 1091 | Non-Verbal Series | Reasoning
 1092 | Non-Verbal Series | Reasoning
 1093 | Non-Verbal Series | Reasoning
 1094 | Non-Verbal Series | Reasoning
 1095 | Non-Verbal Series | Reasoning
 1096 | Non-Verbal Series | Reasoning
 1097 | Syllogism | Reasoning
 1098 | Syllogism | Reasoning
 1099 | Non-Verbal Puzzle | Reasoning
 1100 | Non-Verbal Puzzle | Reasoning
 1101 | Synonyms | Verbal Ability
 1102 | Synonyms | Verbal Ability
 1103 | Synonyms | Verbal Ability
 1104 | Synonyms | Verbal Ability
 1105 | Synonyms | Verbal Ability
 1106 | Synonyms | Verbal Ability
 1107 | Synonyms | Verbal Ability
 1108 | Antonyms | Verbal Ability
 1109 | Antonyms | Verbal Ability
 1110 | Antonyms | Verbal Ability
 1111 | Antonyms | Verbal Ability
 1112 | Antonyms | Verbal Ability
 1113 | Antonyms | Verbal Ability
 1114 | Antonyms | Verbal Ability
 1115 | Antonyms | Verbal Ability
 1116 | Idioms and Phrases | Verbal Ability
 1117 | Idioms and Phrases | Verbal Ability
 1118 | Idioms and Phrases | Verbal Ability
 1119 | Idioms and Phrases | Verbal Ability
 1120 | Idioms and Phrases | Verbal Ability
 1121 | Idioms and Phrases | Verbal Ability
 1122 | Idioms and Phrases | Verbal Ability
 1123 | Idioms and Phrases | Verbal Ability
 1124 | Idioms and Phrases | Verbal Ability
 1125 | Idioms and Phrases | Verbal Ability
 1126 | Idioms and Phrases | Verbal Ability
 1127 | Idioms and Phrases | Verbal Ability
 1128 | Idioms and Phrases | Verbal Ability
 1129 | Idioms and Phrases | Verbal Ability
 1130 | Idioms and Phrases | Verbal Ability
 1131 | Sports | General Awareness
 1132 | Defence | General Awareness
 1133 | World Geography | General Awareness
 1134 | Ancient History | General Awareness
 1135 | Sports | General Awareness
 1136 | Sports | General Awareness
 1137 | Culture | General Awareness
 1138 | Polity | General Awareness
 1139 | Modern History | General Awareness
 1140 | World Geography | General Awareness
 1141 | Books and Authors | General Awareness
 1142 | Indian Geography | General Awareness
 1143 | Polity | General Awareness
 1144 | World Geography | General Awareness
 1145 | World Geography | General Awareness
 1146 | Defence | General Awareness
 1147 | Medieval History | General Awareness
 1148 | Books and Authors | General Awareness
 1149 | Sports | General Awareness
 1150 | Books and Authors | General Awareness
 1151 | Trains | Numerical Ability
 1152 | Trains | Numerical Ability
 1153 | Simple Interest | Numerical Ability
 1154 | Simple Interest | Numerical Ability
 1155 | Speed, Distance and Time | Numerical Ability
 1156 | Average | Numerical Ability
 1157 | Average | Numerical Ability
 1158 | Speed, Distance and Time | Numerical Ability
 1159 | Time and Work | Numerical Ability
 1160 | Time and Work | Numerical Ability
 1161 | Profit and Loss | Numerical Ability
 1162 | Mixture and Alligation | Numerical Ability
 1163 | Ratio and Proportion | Numerical Ability
 1164 | Ratio and Proportion | Numerical Ability
 1165 | Ratio and Proportion | Numerical Ability
 1166 | Coding and Decoding | Reasoning
 1167 | Coding and Decoding | Reasoning
 1168 | Coding and Decoding | Reasoning
 1169 | Coding and Decoding | Reasoning
 1170 | Coding and Decoding | Reasoning
 1171 | Coding and Decoding | Reasoning
 1172 | Coding and Decoding | Reasoning
 1173 | Coding and Decoding | Reasoning
 1174 | Coding and Decoding | Reasoning
 1175 | Coding and Decoding | Reasoning
 1176 | Classification | Reasoning
 1177 | Classification | Reasoning
 1178 | Classification | Reasoning
 1179 | Classification | Reasoning
 1180 | Classification | Reasoning
 1181 | Classification | Reasoning
 1182 | Classification | Reasoning
 1183 | Classification | Reasoning
 1184 | Classification | Reasoning
 1185 | Classification | Reasoning
 1186 | Classification | Reasoning
 1187 | Non-Verbal Series | Reasoning
 1188 | Non-Verbal Series | Reasoning
 1189 | Non-Verbal Series | Reasoning
 1190 | Non-Verbal Series | Reasoning
 1191 | Non-Verbal Series | Reasoning
 1192 | Non-Verbal Series | Reasoning
 1193 | Non-Verbal Series | Reasoning
 1194 | Non-Verbal Series | Reasoning
 1195 | Non-Verbal Series | Reasoning
 1196 | Verbal Analogy | Reasoning
 1197 | Verbal Analogy | Reasoning
 1198 | Verbal Analogy | Reasoning
 1199 | Verbal Analogy | Reasoning
 1200 | Verbal Analogy | Reasoning
 1201 | Synonyms | Verbal Ability
 1202 | Synonyms | Verbal Ability
 1203 | Synonyms | Verbal Ability
 1204 | Synonyms | Verbal Ability
 1205 | Antonyms | Verbal Ability
 1206 | Antonyms | Verbal Ability
 1207 | Antonyms | Verbal Ability
 1208 | Antonyms | Verbal Ability
 1209 | Error Detection (Spelling) | Verbal Ability
 1210 | Error Detection (Spelling) | Verbal Ability
 1211 | Idioms & Phrases | Verbal Ability
 1212 | Idioms & Phrases | Verbal Ability
 1213 | Idioms & Phrases | Verbal Ability
 1214 | Idioms & Phrases | Verbal Ability
 1215 | One Word Substitution | Verbal Ability
 1216 | One Word Substitution | Verbal Ability
 1217 | One Word Substitution | Verbal Ability
 1218 | Grammar (Voice) | Verbal Ability
 1219 | Grammar (Voice) | Verbal Ability
 1220 | Cloze Test | Verbal Ability
 1221 | Cloze Test | Verbal Ability
 1222 | Cloze Test | Verbal Ability
 1223 | Reading Comprehension | Verbal Ability
 1224 | Reading Comprehension | Verbal Ability
 1225 | Reading Comprehension | Verbal Ability
 1226 | International Organizations | General Awareness
 1227 | Sports | General Awareness
 1228 | Sports | General Awareness
 1229 | Sports | General Awareness
 1230 | History - Medieval | General Awareness
 1231 | Polity | General Awareness
 1232 | History - Medieval | General Awareness
 1233 | Sports | General Awareness
 1234 | Geography - World | General Awareness
 1235 | General Science | General Awareness
 1236 | Books & Authors | General Awareness
 1237 | History - Ancient | General Awareness
 1238 | History - Modern | General Awareness
 1239 | Science & Tech | General Awareness
 1240 | Geography - India | General Awareness
 1241 | International Organizations | General Awareness
 1242 | General Science | General Awareness
 1243 | Sports | General Awareness
 1244 | Geography - World | General Awareness
 1245 | Sports | General Awareness
 1246 | Art & Culture | General Awareness
 1247 | History - Ancient | General Awareness
 1248 | Geography - India | General Awareness
 1249 | Geography - India | General Awareness
 1250 | History - Modern | General Awareness
 1251 | Sports | General Awareness
 1252 | Defence | General Awareness
 1253 | Sports | General Awareness
 1254 | Polity | General Awareness
 1255 | General Science | General Awareness
 1256 | Time & Work | Numerical Ability
 1257 | Time & Work | Numerical Ability
 1258 | Time, Speed & Distance | Numerical Ability
 1259 | Number System | Numerical Ability
 1260 | Time, Speed & Distance | Numerical Ability
 1261 | Percentage | Numerical Ability
 1262 | Time, Speed & Distance | Numerical Ability
 1263 | Simplification (Algebra) | Numerical Ability
 1264 | Profit & Loss | Numerical Ability
 1265 | Simple Interest | Numerical Ability
 1266 | Time, Speed & Distance | Numerical Ability
 1267 | Average | Numerical Ability
 1268 | Simple Interest | Numerical Ability
 1269 | Average | Numerical Ability
 1270 | Simple Interest | Numerical Ability
 1271 | Time, Speed & Distance | Numerical Ability
 1272 | Percentage | Numerical Ability
 1273 | Percentage | Numerical Ability
 1274 | Analogy (Verbal) | Reasoning
 1275 | Analogy (Verbal) | Reasoning
 1276 | Analogy (Verbal) | Reasoning
 1277 | Analogy (Verbal) | Reasoning
 1278 | Analogy (Verbal) | Reasoning
 1279 | Classification (Verbal) | Reasoning
 1280 | Classification (Verbal) | Reasoning
 1281 | Analogy (Verbal) | Reasoning
 1282 | Analogy (Verbal) | Reasoning
 1283 | Analogy (Verbal) | Reasoning
 1284 | Analogy (Verbal) | Reasoning
 1285 | Classification (Verbal) | Reasoning
 1286 | Analogy (Verbal) | Reasoning
 1287 | Venn Diagrams | Reasoning
 1288 | Venn Diagrams | Reasoning
 1289 | Coding Decoding | Reasoning
 1290 | Venn Diagrams | Reasoning
 1291 | Number Series | Reasoning
 1292 | Non-Verbal Pattern | Reasoning
 1293 | Non-Verbal Pattern | Reasoning
 1294 | Non-Verbal Pattern | Reasoning
 1295 | Non-Verbal Spatial (Embedded) | Reasoning
 1296 | Non-Verbal Spatial (Embedded) | Reasoning
 1297 | Non-Verbal Orientation | Reasoning
 1298 | Non-Verbal Orientation | Reasoning
 1299 | Non-Verbal Series | Reasoning
 1300 | Non-Verbal Series | Reasoning
 1301 | Idioms and Phrases | Verbal Ability
 1302 | Idioms and Phrases | Verbal Ability
 1303 | Cloze Test | Verbal Ability
 1304 | Cloze Test | Verbal Ability
 1305 | Cloze Test | Verbal Ability
 1306 | Cloze Test | Verbal Ability
 1307 | Cloze Test | Verbal Ability
 1308 | Synonyms | Verbal Ability
 1309 | Synonyms | Verbal Ability
 1310 | Synonyms | Verbal Ability
 1311 | Synonyms | Verbal Ability
 1312 | Synonyms | Verbal Ability
 1313 | Antonyms | Verbal Ability
 1314 | Antonyms | Verbal Ability
 1315 | Antonyms | Verbal Ability
 1316 | Antonyms | Verbal Ability
 1317 | Antonyms | Verbal Ability
 1318 | Reading Comprehension | Verbal Ability
 1319 | Reading Comprehension | Verbal Ability
 1320 | Reading Comprehension | Verbal Ability
 1321 | Reading Comprehension | Verbal Ability
 1322 | Reading Comprehension | Verbal Ability
 1323 | Idioms and Phrases | Verbal Ability
 1324 | Idioms and Phrases | Verbal Ability
 1325 | Idioms and Phrases | Verbal Ability
 1326 | World Geography | General Awareness
 1327 | World Geography | General Awareness
 1328 | World Geography | General Awareness
 1329 | World Geography | General Awareness
 1330 | Indian Geography | General Awareness
 1331 | Sports | General Awareness
 1332 | Sports | General Awareness
 1333 | Medieval History | General Awareness
 1334 | Sports | General Awareness
 1335 | Organizations | General Awareness
 1336 | Medieval History | General Awareness
 1337 | Modern History | General Awareness
 1338 | Indian Polity | General Awareness
 1339 | World Geography | General Awareness
 1340 | Environment | General Awareness
 1341 | Sports | General Awareness
 1342 | Sports | General Awareness
 1343 | Organizations | General Awareness
 1344 | Personalities | General Awareness
 1345 | World Geography | General Awareness
 1346 | Sports | General Awareness
 1347 | Indian Geography | General Awareness
 1348 | Indian Geography | General Awareness
 1349 | Personalities | General Awareness
 1350 | Personalities | General Awareness
 1351 | World Geography | General Awareness
 1352 | Indian Culture | General Awareness
 1353 | General Science | General Awareness
 1354 | General Science | General Awareness
 1355 | General Science | General Awareness
 1356 | Compound Interest | Numerical Ability
 1357 | Time and Work | Numerical Ability
 1358 | Average | Numerical Ability
 1359 | Trains | Numerical Ability
 1360 | Profit and Loss | Numerical Ability
 1361 | Boats and Streams | Numerical Ability
 1362 | Simplification | Numerical Ability
 1363 | Time and Work | Numerical Ability
 1364 | Profit and Loss | Numerical Ability
 1365 | Average | Numerical Ability
 1366 | Compound Interest | Numerical Ability
 1367 | Percentage | Numerical Ability
 1368 | Profit and Loss | Numerical Ability
 1369 | Speed, Time and Distance | Numerical Ability
 1370 | Ratio and Proportion | Numerical Ability
 1371 | Non-Verbal Venn Diagrams | Reasoning
 1372 | Non-Verbal Venn Diagrams | Reasoning
 1373 | Non-Verbal Venn Diagrams | Reasoning
 1374 | Non-Verbal Venn Diagrams | Reasoning
 1375 | Verbal Analogy | Reasoning
 1376 | Verbal Analogy | Reasoning
 1377 | Verbal Analogy | Reasoning
 1378 | Verbal Analogy | Reasoning
 1379 | Verbal Classification | Reasoning
 1380 | Verbal Classification | Reasoning
 1381 | Verbal Classification | Reasoning
 1382 | Verbal Classification | Reasoning
 1383 | Verbal Coding | Reasoning
 1384 | Verbal Coding | Reasoning
 1385 | Verbal Coding | Reasoning
 1386 | Non-Verbal Pattern | Reasoning
 1387 | Non-Verbal Pattern | Reasoning
 1388 | Non-Verbal Pattern | Reasoning
 1389 | Non-Verbal Spatial | Reasoning
 1390 | Non-Verbal Spatial | Reasoning
 1391 | Non-Verbal Spatial | Reasoning
 1392 | Verbal Coding | Reasoning
 1393 | Simplification | Numerical Ability
 1394 | Verbal Series | Reasoning
 1395 | Verbal Series | Reasoning
 1396 | Non-Verbal Venn Diagrams | Reasoning
 1397 | Non-Verbal Venn Diagrams | Reasoning
 1398 | Non-Verbal Venn Diagrams | Reasoning
 1399 | Verbal Classification | Reasoning
 1400 | Verbal Classification | Reasoning
 1401 | Sentence Rearrangement | Verbal Ability
 1402 | Sentence Rearrangement | Verbal Ability
 1403 | Sentence Rearrangement | Verbal Ability
 1404 | Cloze Test | Verbal Ability
 1405 | Cloze Test | Verbal Ability
 1406 | Cloze Test | Verbal Ability
 1407 | Sentence Completion | Verbal Ability
 1408 | Sentence Completion | Verbal Ability
 1409 | Sentence Completion | Verbal Ability
 1410 | Sentence Completion | Verbal Ability
 1411 | Sentence Completion | Verbal Ability
 1412 | Antonyms | Verbal Ability
 1413 | Antonyms | Verbal Ability
 1414 | Antonyms | Verbal Ability
 1415 | Synonyms | Verbal Ability
 1416 | Synonyms | Verbal Ability
 1417 | Synonyms | Verbal Ability
 1418 | Idioms and Phrases | Verbal Ability
 1419 | Idioms and Phrases | Verbal Ability
 1420 | Idioms and Phrases | Verbal Ability
 1421 | One Word Substitution | Verbal Ability
 1422 | Analogy | Verbal Ability
 1423 | Analogy | Verbal Ability
 1424 | Error Detection | Verbal Ability
 1425 | Error Detection | Verbal Ability
 1426 | Error Detection | Verbal Ability
 1427 | Reading Comprehension | Verbal Ability
 1428 | Reading Comprehension | Verbal Ability
 1429 | Reading Comprehension | Verbal Ability
 1430 | Reading Comprehension | Verbal Ability
 1431 | Idioms and Phrases | Verbal Ability
 1432 | Idioms and Phrases | Verbal Ability
 1433 | Antonyms | Verbal Ability
 1434 | Error Detection | Verbal Ability
 1435 | Sentence Rearrangement | Verbal Ability
 1436 | Analogy | Verbal Ability
 1437 | Antonyms | Verbal Ability
 1438 | Sentence Completion | Verbal Ability
 1439 | Synonyms | Verbal Ability
 1440 | One Word Substitution | Verbal Ability
 1441 | Sentence Rearrangement | Verbal Ability
 1442 | One Word Substitution | Verbal Ability
 1443 | Sentence Rearrangement | Verbal Ability
 1444 | Error Detection | Verbal Ability
 1445 | Idioms and Phrases | Verbal Ability
 1446 | Sentence Completion | Verbal Ability
 1447 | Synonyms | Verbal Ability
 1448 | One Word Substitution | Verbal Ability
 1449 | Sentence Completion | Verbal Ability
 1450 | Synonyms | Verbal Ability
 1451 | Analogy | Verbal Ability
 1452 | Cloze Test | Verbal Ability
 1453 | Cloze Test | Verbal Ability
 1454 | Cloze Test | Verbal Ability
 1455 | Cloze Test | Verbal Ability
 1456 | Cloze Test | Verbal Ability
 1457 | Cloze Test | Verbal Ability
 1458 | Reading Comprehension | Verbal Ability
 1459 | Reading Comprehension | Verbal Ability
 1460 | Reading Comprehension | Verbal Ability
 1461 | Venn Diagrams | Reasoning
 1462 | Verbal Analogy | Reasoning
 1463 | Venn Diagrams | Reasoning
 1464 | Pattern Completion | Reasoning
 1465 | Spatial Orientation | Reasoning
 1466 | Venn Diagrams | Reasoning
 1467 | Venn Diagrams | Reasoning
 1468 | Non-Verbal Series | Reasoning
 1469 | Coding-Decoding | Reasoning
 1470 | Verbal Classification | Reasoning
 1471 | Pattern Recognition | Reasoning
 1472 | Verbal Classification | Reasoning
 1473 | Spatial Orientation | Reasoning
 1474 | Pattern Completion | Reasoning
 1475 | Spatial Orientation | Reasoning
 1476 | Coding-Decoding | Reasoning
 1477 | Non-Verbal Series | Reasoning
 1478 | Coding-Decoding | Reasoning
 1479 | Logical Reasoning | Reasoning
 1480 | Logical Reasoning | Reasoning
 1481 | Verbal Analogy | Reasoning
 1482 | Non-Verbal Pattern | Reasoning
 1483 | Pattern Recognition | Reasoning
 1484 | Non-Verbal Series | Reasoning
 1485 | Coding-Decoding | Reasoning
 1486 | Awards and Honours | General Awareness
 1487 | Defence | General Awareness
 1488 | Defence | General Awareness
 1489 | Current Affairs | General Awareness
